node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,startProvince,endProvince,startCommune,endCommune
12,1,0.144461967181504,627551.643334632,638775.386478545,627900.92433777,638449.465755059,0.144461967181504,0,2020.0686527869,2020.21311475408,16205000,Hainaut,Hainaut,7100,7100
12,13,0.05347371079,627551.643334632,638775.386478545,646785.021074265,738870.027484854,0.05347371079,0,2020.0686527869,2020.12212649769,16205000,Hainaut,Liège,7100,4030
13,14,0.000166289214100002,646785.021074265,738870.027484854,646804.248044877,738911.327365145,0.0536400000041,0.05347371079,2020.12212649769,2020.1222927869,16205000,Liège,Liège,4030,4030
13,17,0.049425892,646785.021074265,738870.027484854,632037.649650548,733859.339873376,0.10289960279,0.05347371079,2020.12212649769,2020.17155238969,16205000,Liège,Liège,4030,4160
14,5,0.123608852481504,646804.248044877,738911.327365145,646203.54615974,738775.909736119,0.177248852485604,0.0536400000041,2020.1222927869,2020.24590163939,16205000,Liège,Liège,4030,4032
14,15,0.05743566521,646804.248044877,738911.327365145,647153.35194173,739398.519565263,0.1110756652141,0.0536400000041,2020.1222927869,2020.17972845211,16205000,Liège,Liège,4030,4030
15,16,0.000544334787500003,647153.35194173,739398.519565263,656587.494060434,740155.993080591,0.1116200000016,0.1110756652141,2020.17972845211,2020.1802727869,16205000,Liège,Liège,4030,4680
15,4,0.000599416736104266,647153.35194173,739398.519565263,647139.366155727,739460.047409309,0.111675081950204,0.1110756652141,2020.17972845211,2020.18032786885,16205000,Liège,Liège,4030,4030
16,2,0.0000550819485742732,656587.494060434,740155.993080591,656797.226904602,739454.820288108,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,16205000,Liège,Liège,4680,4680
16,3,0.0000550819485742732,656587.494060434,740155.993080591,656020.05133016,741017.497414941,0.111675081950174,0.1116200000016,2020.1802727869,2020.18032786885,16205000,Liège,Liège,4680,4680
17,18,0.000470397218599997,632037.649650548,733859.339873376,637047.208737449,652419.687827861,0.1033700000086,0.10289960279,2020.17155238969,2020.17202278691,16205000,Liège,Hainaut,4160,6210
17,6,0.0524913261615043,632037.649650548,733859.339873376,644384.961591768,773135.884138858,0.155390928951504,0.10289960279,2020.17155238969,2020.22404371585,16205000,Liège,Liège,4160,4700
18,7,0.0984690163715043,637047.208737449,652419.687827861,622516.226418491,659810.870950471,0.201839016380104,0.1033700000086,2020.17202278691,2020.27049180328,16205000,Hainaut,Hainaut,6210,6200
18,19,0.00408,637047.208737449,652419.687827861,635971.427606525,648835.957804487,0.1074500000086,0.1033700000086,2020.17202278691,2020.17610278691,16205000,Hainaut,Hainaut,6210,6230
19,8,0.0506731693815043,635971.427606525,648835.957804487,671904.458948933,644955.589442908,0.158123169390104,0.1074500000086,2020.17610278691,2020.22677595629,16205000,Hainaut,Bruxelles,6230,1082
19,20,0.00546000000000001,635971.427606525,648835.957804487,635884.025027927,648520.189402537,0.1129100000086,0.1074500000086,2020.17610278691,2020.18156278691,16205000,Hainaut,Hainaut,6230,6230
20,9,0.0506776502515043,635884.025027927,648520.189402537,633057.42294232,657644.111877344,0.163587650260104,0.1129100000086,2020.18156278691,2020.23224043716,16205000,Hainaut,Hainaut,6230,6211
20,21,0.04515,635884.025027927,648520.189402537,637501.589233687,648543.050317906,0.1580600000086,0.1129100000086,2020.18156278691,2020.22671278691,16205000,Hainaut,Hainaut,6230,6230
21,10,0.0000631693803942734,637501.589233687,648543.050317906,671619.376521435,696445.997637305,0.158123169388994,0.1580600000086,2020.22671278691,2020.22677595629,16205000,Hainaut,VlaamsBrabant,6230,3350
21,11,0.0191888524415043,637501.589233687,648543.050317906,637170.223797644,648568.52183319,0.177248852450104,0.1580600000086,2020.22671278691,2020.24590163935,16205000,Hainaut,Hainaut,6230,6230
26,27,0.000199923969000003,679085.526208107,685091.355299784,679089.043782956,685098.293030718,0.000199923969000003,0,2020.18135286292,2020.18155278689,3241000,VlaamsBrabant,VlaamsBrabant,3390,3390
